date,name,submitted_by,result_url,course_url
02/06/2024,Les Foulées des Isles - Semi-Marathon 2024,laubcqn,http://https://drive.google.com/file/d/1HHNahE7GXHb2b_AfLiOjrO2dm_YH3eCT/view,https://www.kikourou.net/calendrier/course-205095-les_fouln_es_des_isles_-_semi-marathon-2024.html
21/07/2024,Ultra Tour des 4 Massifs - 20 Chartreuse 2024,znarf,http://https://livetrail.net/histo/ut4m_2024/classement.php?course=20C&cat=scratch,https://www.kikourou.net/calendrier/course-201154-ultra_tour_des_4_massifs_-_20_chartreuse-2024.html
21/07/2024,Ultra Tour des 4 Massifs - 20 Chartreuse 2024,znarf,http://https://ut4m.v3.livetrail.net/fr/2024/ranking?raceId=20C,https://www.kikourou.net/calendrier/course-201154-ultra_tour_des_4_massifs_-_20_chartreuse-2024.html
04/08/2024,EDF Cenis Tour - Trail rouge 59 km 2024,PhilippeG-640,http://live.l-chrono.com/resultats/trail-edf-cenis-tour-2024,https://www.kikourou.net/calendrier/course-207482-edf_cenis_tour_-_trail_rouge_59_km-2024.html
14/06/2024,La Noctureine - 10 km 2024,LE FLOHIC Thierry,http://https://https://adeochrono.fr/index.php/2024-resultats-la-noctureine/,https://www.kikourou.net/calendrier/course-205705-la_noctureine_-_10_km-2024.html
14/06/2024,La Noctureine - 10 km 2024,LE FLOHIC Thierry,http://https://https://adeochrono.fr/index.php/2024-resultats-la-noctureine-5km/,https://www.kikourou.net/calendrier/course-205705-la_noctureine_-_10_km-2024.html
21/04/2024,Marathon International Alexandre le Grand 2024,Remis,http://https://www.alexanderthegreatmarathon.org/entries/index.php/results-2024/marathon,https://www.kikourou.net/calendrier/course-204580-marathon_international_alexandre_le_grand-2024.html
21/04/2024,Marathon International Alexandre le Grand 2024,Remis,http://https://www.alexanderthegreatmarathon.org/entries/index.php/results-2024/marathon,https://www.kikourou.net/calendrier/course-204580-marathon_international_alexandre_le_grand-2024.html
05/05/2024,Les Foulées de Gruffy - 31 km 2024,TO74,http://https://live.l-chrono.com/resultats/foulees-de-gruffy-2024,https://www.kikourou.net/calendrier/course-204960-les_fouln_es_de_gruffy_-_31_km-2024.html
01/06/2024,La Céttoise - 10 km 2024,fabienhumel,http://https://www.ats-sport.com/resultats_epreuve.php?epreuve=8238&parcours=21193,https://www.kikourou.net/calendrier/course-205894-la_cn_ttoise_-_10_km-2024.html
15/06/2024,Ultra 01 XT Experience - 100 km 2024,Leg,http://www.betrail.run/race/tiger.balm.ultra.01/2024/94km/results,https://www.kikourou.net/calendrier/course-198911-ultra_01_xt_experience_-_100_km-2024.html
30/03/2024,La Diabolik de Ragnar 2024,Leg,http://www.timepulse.fr/epreuves/resultats/2171,https://www.kikourou.net/calendrier/course-191689-la_diabolik_de_ragnar-2024.html
30/03/2024,La Diabolik de Ragnar 2024,Leg,http://www.timepulse.fr/epreuves/resultats/1858,https://www.kikourou.net/calendrier/course-191689-la_diabolik_de_ragnar-2024.html
30/03/2024,La Diabolik de Ragnar 2024,Leg,http://https://www.timepulse.fr/epreuves/resultats/1858,https://www.kikourou.net/calendrier/course-191689-la_diabolik_de_ragnar-2024.html
28/06/2024,90 km du Mont-Blanc 2024,Ptigeorges,http://https://www.marathonmontblanc.fr/sites/default/files/2024-07/mbm_2024_classement_90km_scratch%20%281%29.pdf,https://www.kikourou.net/calendrier/course-198260-90_km_du_mont-blanc-2024.html
14/07/2024,Trail des Passerelles du Monteynard - 42 km 2024,alexmollet,http://https://my1.raceresult.com/297284/RRPublish/data/pdf?name=04%20-%20Classements%20Jour%20J%7CIndividuel%20-%20G%C3%A9n%C3%A9ral&contest=10&lang=fr,https://www.kikourou.net/calendrier/course-205792-trail_des_passerelles_du_monteynard_-_42_km-2024.html
14/07/2024,Les Foulées Dammartinoises - 10 km 2024,defi13,http://https://bases.athle.fr/asp.net/liste.aspx?_sc=MzE1NDMzNiMxMDg4NTA%3D&frmbase=resultats&frmcompetition=282295&frmespace=0&frmmode=1&frmposition=0,https://www.kikourou.net/calendrier/course-207002-les_fouln_es_dammartinoises_-_10_km-2024.html
22/06/2024,Trail de la Petite Sensee - 11 km 2024,Tillo,http://https://www.nordsport-chronometrage.fr/wp-content/glive-results/resultats-tdlps-2024/resultats-la-brunehaut-11-km.pdf,https://www.kikourou.net/calendrier/course-206728-trail_de_la_petite_sensee_-_11_km-2024.html
18/05/2024,Le Grand Prix de Berne 2024,pauline05,http://https://https://trackmaxx.ch/results/?race=gp24,https://www.kikourou.net/calendrier/course-203261-le_grand_prix_de_berne-2024.html
07/07/2024,Semi-Marathon Bédoin Ventoux 2024,Régis Cahn,http://https://www.semi-montventoux.com/_files/ugd/6ac163_a8ab494610344e28b4099162db308b0e.pdf,https://www.kikourou.net/calendrier/course-206962-semi-marathon_bn_doin_ventoux-2024.html
07/07/2024,Les Foulées France des Iles - 10 km 2024,fred1702,http://https://protiming.fr/results/runningR/7263-Les-Foulees-d-Ile-de-France-France-des-Iles/6?dossard_filter=&last_name_filter=&first_name_filter=&club_filter=&categorie_filter=,https://www.kikourou.net/calendrier/course-203991-les_fouln_es_france_des_iles_-_10_km-2024.html
06/07/2024,La Course des Sabotiers 2024,defi13,http://https://www.chronolap.net/la-course-des-sabotiers,https://www.kikourou.net/calendrier/course-206881-la_course_des_sabotiers-2024.html
23/06/2024,Le Sentier des Ours - 13 km 2024,Lulastron,http://blob:https://www.lafouleeblanche.com/7616c871-b01f-42a8-b05b-916619358b9e,https://www.kikourou.net/calendrier/course-203133-le_sentier_des_ours_-_13_km-2024.html
15/06/2024,Les Etoiles de Gimel - 9 km 2024,kfe,http://https://chronopuces.fr/course-resultats.php?id=228&m=4&dist=679&cat=all&s=all,https://www.kikourou.net/calendrier/course-202653-les_etoiles_de_gimel_-_9_km-2024.html
16/06/2024,Maratrail du Saint Jacques  - 51 km 2024,wakayama,http://https://saint-jacques.utmb.world/fr/races-runners/runners/results?year=2024&raceUri=4004.traildusaint-jacquesbyutmb-maratrail-50k.2024,https://www.kikourou.net/calendrier/course-198902-maratrail_du_saint_jacques_-_51_km-2024.html
21/04/2024,Marathon de Nantes 2024,jrboquet,http://https://www.sportinnovation.fr/Evenements/Resultats/6362,https://www.kikourou.net/calendrier/course-197137-marathon_de_nantes-2024.html
12/06/2024,La Course des Agents Départementaux 2024,lio05,http://https://,https://www.kikourou.net/calendrier/course-207381-la_course_des_agents_dn_partementaux-2024.html
28/04/2024,10 km du Bois de Boulogne 2024,Ohlie75,http://https://www.acn-timing.com/?lng=FR#/events/2158448699590500/ctx/20240428_boulogne/generic/197994_1/home/LIVE1,https://www.kikourou.net/calendrier/course-202307-10_km_du_bois_de_boulogne-2024.html
04/02/2024,Le Maxi Cross de Bouffemont - 41 km 2024,jmbelot,http://https://mpse-chrono.fr/resultats/2024-maxicross/,https://www.kikourou.net/calendrier/course-199272-le_maxi_cross_de_bouffemont_-_41_km-2024.html
03/03/2024,Semi-Marathon de Paris 2024,Ohlie75,http://https://resultscui.active.com/events/HarmonieMutuelleSemideParis2024,https://www.kikourou.net/calendrier/course-199504-semi-marathon_de_paris-2024.html
02/06/2024,Les Courses du Taennchel - 22 km 2024,TristanR,http://https://www.asraribeauville.com/_files/ugd/b8421e_bcfac3b8467142c3ab848e9a15b2502a.pdf,https://www.kikourou.net/calendrier/course-197975-les_courses_du_taennchel_-_22_km-2024.html
26/05/2024,Techni'Trail de Tiranges - 83 km 2024,defi13,http://https://chronospheres.fr/evenements/detail_resultats/TECHNI-TRAIL-TIRANGES-2024-976/4176,https://www.kikourou.net/calendrier/course-198928-techni_trail_de_tiranges_-_83_km-2024.html
02/06/2024,12 heures de Bures-sur-Yvette 2024,marathon-Yann,http://https://live.course-organisation.fr/resultats/12h-de-bures-2024/,https://www.kikourou.net/calendrier/course-205432-12_heures_de_bures-sur-yvette-2024.html
01/06/2024,Trail du Gypaète - Les 3 Lacs - 76 km 2024,elnumaa[X],http://https://results.xls,https://www.kikourou.net/calendrier/course-205648-trail_du_gypan_te_-_les_3_lacs_-_76_km-2024.html
26/05/2024,Triathlon de Bourg en Bresse - M 2024,Mikado83,http://https://triathlon-bourg.fr/img/uploads/section/402/scratch-m-indiv.pdf,https://www.kikourou.net/calendrier/course-201162-triathlon_de_bourg_en_bresse_-_m-2024.html
28/04/2024,Les Perles du Vignoble 2024,TristanR,http://https://www.sporkrono.fr/2024-resultats-perles-vignoble/,https://www.kikourou.net/calendrier/course-197971-les_perles_du_vignoble-2024.html
25/05/2024,No Finish Line Paris - 24 heures Officiel 2024,marathon-Yann,http://nflp.livetour.fr/classement.php,https://www.kikourou.net/calendrier/course-199778-no_finish_line_paris_-_24_heures_officiel-2024.html
07/04/2024,Trail des Reculées - 34 km 2024,Lolotrail,http://https://stats.even-outdoor.com/resultats/index.php?m=resultats&a=resultats&id_course=863,https://www.kikourou.net/calendrier/course-203561-trail_des_reculn_es_-_34_km-2024.html
26/05/2024,10 km Adidas Paris 2024,fred1702,http://https://resultscui.active.com/events/adidas10KParis2024,https://www.kikourou.net/calendrier/course-199779-10_km_adidas_paris-2024.html
25/05/2024,La Vanvéenne - 5 km 2024,fred1702,http://https://adeochrono.fr/index.php/2024-resultats-la-vanveenne-5km/,https://www.kikourou.net/calendrier/course-203989-la_vanvn_enne_-_5_km-2024.html
19/05/2024,Ultra Trail Tour Nancy - 32 km 2024,PhilippeG-640,http://resultats.wanatime.fr/resultats/ultra-trail-tour-nancy-2024/,https://www.kikourou.net/calendrier/course-204105-ultra_trail_tour_nancy_-_32_km-2024.html
05/05/2024,Trail du Moucherotte - 23 km 2024,Jack69,http://https://chronoconsult.fr/result/2024-trail-du-moucherotte/,https://www.kikourou.net/calendrier/course-202896-trail_du_moucherotte_-_23_km-2024.html
03/03/2024,Semi-Marathon de Paris 2024,gregoiremahon,http://https://resultscui.active.com/events/HarmonieMutuelleSemideParis2024,https://www.kikourou.net/calendrier/course-199504-semi-marathon_de_paris-2024.html
27/04/2024,Ultra Monplaisir - 3 heures 2024,123456789,http://https://sgchrono.fr/live/umbmjc-2024/,https://www.kikourou.net/calendrier/course-198285-ultra_monplaisir_-_3_heures-2024.html
05/05/2024,La Course Solidaire bBeuet de France 2024,fred1702,http://https://protiming.fr/results/runningR/7171/6/page:125,https://www.kikourou.net/calendrier/course-206010-la_course_solidaire_bbeuet_de_france-2024.html
05/05/2024,Trail des Lavoirs - 13 km 2024,maayhana,http://https://trail-des-lavoirs-2024.onsinscrit.com/resultats.php,https://www.kikourou.net/calendrier/course-202312-trail_des_lavoirs_-_13_km-2024.html
28/04/2024,2T2M - 20 km 2024,Ericochet,http://https://mpse-chrono.fr/resultats/2024-2t2m/,https://www.kikourou.net/calendrier/course-202650-2t2m_-_20_km-2024.html
27/04/2024,Madeira Island Ultra Trail - 115 km 2024,PhilippeG-640,http://betrail.run/race/miut.madeira.island.ultra.trail/2024/120km/results#d,https://www.kikourou.net/calendrier/course-203378-madeira_island_ultra_trail_-_115_km-2024.html
27/04/2024,Madeira Island Ultra Trail - 115 km 2024,PhilippeG-640,http://https://www.betrail.run/race/miut.madeira.island.ultra.trail/2024/120km/results#d,https://www.kikourou.net/calendrier/course-203378-madeira_island_ultra_trail_-_115_km-2024.html
28/04/2024,10 km de Chassieu 2024,antoine1977,http://sgchrono.fr/live/10kmchassieu2024/,https://www.kikourou.net/calendrier/course-202888-10_km_de_chassieu-2024.html
28/04/2024,2T2M - 40 km 2024,defi13,http://https://mpse-chrono.fr/resultats/2024-2t2m/,https://www.kikourou.net/calendrier/course-202649-2t2m_-_40_km-2024.html
14/04/2024,Marathon du Lac d'Annecy 2024,Laura Arnal,http://https://www.yaka-chrono.com/results/2024/MarathonAnnecy/,https://www.kikourou.net/calendrier/course-199494-marathon_du_lac_d_annecy-2024.html
14/04/2024,Marathon du Lac d'Annecy 2024,Laura Arnal,http://https://www.yaka-chrono.com/results/2024/MarathonAnnecy/,https://www.kikourou.net/calendrier/course-199494-marathon_du_lac_d_annecy-2024.html
21/04/2024,Courir à Peynier - 17 km 2024,_Nico_80,http://https://www.kms.fr/v5/public/Resultat__Course/12911,https://www.kikourou.net/calendrier/course-203886-courir_no_peynier_-_17_km-2024.html
10/03/2024,Semi-Marathon de Cabourg 2024,Arnaud-clr,http://https://https://www.breizhchrono.com/detail-de-la-course/4emeeditiondusemimarathondecabourg-semimarathonensolo-2024-16952,https://www.kikourou.net/calendrier/course-197083-semi-marathon_de_cabourg-2024.html
18/02/2024,Les Foulées San Priotes - 10 km 2024,JulienV1,http://https://https://www.sport-info.com/i_liste_resultats.php?id=285&general=1&epreuve=3511&nom=&dossard=&groupe=,https://www.kikourou.net/calendrier/course-199437-les_fouln_es_san_priotes_-_10_km-2024.html
24/03/2024,Semi-Marathon de Joinville 2024,Stéphane Bègne,http://https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281838&frmposition=0,https://www.kikourou.net/calendrier/course-200835-semi-marathon_de_joinville-2024.html
17/03/2024,"Aspa Run ""Tous en Baskets pour les Enfants Handicapés !"" - 10 km 2024",llo1238,http://https://chronoconsult.fr/result/asparun-2024/,https://www.kikourou.net/calendrier/course-200413-aspa_run_tous_en_baskets_pour_les_enfants_handicapn_s_-_10_km-2024.html
06/04/2024,Trail des Collines Normandes - 45 km 2024,PhilippeG-640,http://smilevents27.wiclax-results.com/traildescollinesnormandes2024/,https://www.kikourou.net/calendrier/course-197355-trail_des_collines_normandes_-_45_km-2024.html
10/03/2024,Le Tour de Saint-Jean - 10 km 2024,franckym,http://https://as2pic.org/evenements/46e-foulee-de-saint-jean-de-moirans/,https://www.kikourou.net/calendrier/course-200972-le_tour_de_saint-jean_-_10_km-2024.html
10/03/2024,Le Tour de Saint-Jean - 10 km 2024,franckym,http://https://www.runtrail.fr/results/25355/le-tour-de-saint-jean/58007,https://www.kikourou.net/calendrier/course-200972-le_tour_de_saint-jean_-_10_km-2024.html
07/04/2024,10 kil' de Cluses 2024,ben100588,http://https://live.l-chrono.com/resultats/10-kil-de-cluses-2024,https://www.kikourou.net/calendrier/course-200434-10_kil_de_cluses-2024.html
24/03/2024,Les Foulées de l'Assurance - 10 km 2024,Alexandre Pengloan,http://https://fouleesassurance.liverace.run/classement.php?course=10km&cat=scratch,https://www.kikourou.net/calendrier/course-199774-les_fouln_es_de_l_assurance_-_10_km-2024.html
24/03/2024,Semi-Marathon d'Antony 2024,marathon-Yann,http://https://my1.raceresult.com/282412/RRPublish/data/pdf?name=1-CHRONO%7CANTONY%20-Class%20g%C3%A9n%C3%A9l&contest=2&lang=fr,https://www.kikourou.net/calendrier/course-197084-semi-marathon_d_antony-2024.html
24/03/2024,10 km de Montauban 2024,kiki10000,http://timing4you.com/resultats/G-Live-9.4/g-live.reel.html?f=../2024/MarathonMontauban/MarathonMontauban_2024.clax,https://www.kikourou.net/calendrier/course-199487-10_km_de_montauban-2024.html
24/03/2024,Marathon de Montauban 2024,kiki10000,http://timing4you.com/resultats/G-Live-9.4/g-live.reel.html?f=../2024/MarathonMontauban/MarathonMontauban_2024.clax,https://www.kikourou.net/calendrier/course-199486-marathon_de_montauban-2024.html
24/03/2024,Semi-Marathon de Montauban 2024,kiki10000,http://https://timing4you.com/resultats/G-Live-9.4/g-live.reel.html?f=../2024/MarathonMontauban/MarathonMontauban_2024.clax,https://www.kikourou.net/calendrier/course-199485-semi-marathon_de_montauban-2024.html
16/03/2024,La T.C.Night - 14 km 2024,Truite[69],http://https://yaka-chrono.com/wp-content/uploads/2022/09/Resultats-Scratch-TCN-14Km-SOLO.pdf,https://www.kikourou.net/calendrier/course-199629-la_t.c.night_-_14_km-2024.html
16/03/2024,Eco-Trail de Paris® Ile de France - 80 km 2024,olivierg,http://https://ecotrail.livetrail.run/classement.php?course=80km&cat=scratch,https://www.kikourou.net/calendrier/course-195293-eco-trail_de_paris_ile_de_france_-_80_km-2024.html
16/03/2024,Eco-Trail de Paris® Ile de France - 80 km 2024,olivierg,http://file:///C:/Users/Olivier/Downloads/ecotrail_2024_classement_80km_scratch.pdf,https://www.kikourou.net/calendrier/course-195293-eco-trail_de_paris_ile_de_france_-_80_km-2024.html
10/03/2024,6 km de Carrières-sous-Poissy 2024,blo750,http://flep-course.sportsregions.fr/en-savoir-plus/les-resultats-151513,https://www.kikourou.net/calendrier/course-199065-6_km_de_carrin_res-sous-poissy-2024.html
10/03/2024,6 km de Carrières-sous-Poissy 2024,blo750,http://https://flep-course.sportsregions.fr/en-savoir-plus/les-resultats-151513,https://www.kikourou.net/calendrier/course-199065-6_km_de_carrin_res-sous-poissy-2024.html
10/03/2024,6 km de Carrières-sous-Poissy 2024,blo750,http://https://flep-course.sportsregions.fr/en-savoir-plus/les-resultats-151513,https://www.kikourou.net/calendrier/course-199065-6_km_de_carrin_res-sous-poissy-2024.html
17/03/2024,Semi-Marathon du Grand Nancy 2024,Côme DUPONT,http://https://chronopro.net/wp-content/uploads/2023/11/semi24_tps_reels.pdf,https://www.kikourou.net/calendrier/course-202126-semi-marathon_du_grand_nancy-2024.html
10/03/2024,Trail du Ventoux - 46 km 2024,defi13,http://https://www.nikrome.com/fichiers/PDF/ventoux24.pdf,https://www.kikourou.net/calendrier/course-198638-trail_du_ventoux_-_46_km-2024.html
10/03/2024,Trail de la Tour du Faucon - 10 km 2024,matt-18,http://https://sportips.fr/plateformeResultats/#/epreuve?id=1443&p=10%20km,https://www.kikourou.net/calendrier/course-201191-trail_de_la_tour_du_faucon_-_10_km-2024.html
03/03/2024,Semi-Marathon de Paris 2024,charlottec87,http://https://www.harmoniemutuellesemideparis.com/fr/course/resultats,https://www.kikourou.net/calendrier/course-199504-semi-marathon_de_paris-2024.html
02/03/2024,Ceven'Trail - Ultra du Bout du Cirque - 101 km 2024,PhilippeG-640,http://https://www.endurancechrono.com/fr/Ceven_Trail_7/Ultra_du_bout_du_cirque?list=all,https://www.kikourou.net/calendrier/course-194301-ceven_trail_-_ultra_du_bout_du_cirque_-_101_km-2024.html
03/03/2024,Marathon de Bologne 2024,marathon-Yann,http://https://www.endu.net/en/events/bologna-marathon/results,https://www.kikourou.net/calendrier/course-202274-marathon_de_bologne-2024.html
25/02/2024,Les Foulées Etampoises - 10 km 2024,marathon-Yann,http://https://foulees-etampoises-2024.onsinscrit.com/resultats.php,https://www.kikourou.net/calendrier/course-199683-les_fouln_es_etampoises_-_10_km-2024.html
25/02/2024,Les Foulées Etampoises - 10 km 2024,marathon-Yann,http://https://foulees-etampoises-2024.onsinscrit.com/resultats.php,https://www.kikourou.net/calendrier/course-199683-les_fouln_es_etampoises_-_10_km-2024.html
17/02/2024,La Coublandine by Night - 12 km 2024,Truite[69],http://https://www.chronopuces.fr/course-resultats.php?id=231&m=4&dist=690&cat=all&s=all,https://www.kikourou.net/calendrier/course-199930-la_coublandine_by_night_-_12_km-2024.html
04/02/2024,Trail de Mireval - 8 km 2024,Sylvanito,http://https://www.ats-sport.com/resultats_epreuve.php?epreuve=8411&parcours=21754,https://www.kikourou.net/calendrier/course-199950-trail_de_mireval_-_8_km-2024.html
04/02/2024,Trail de Mireval - 28 km 2024,Sylvanito,http://https://www.ats-sport.com/resultats_epreuve.php?epreuve=8411&parcours=21751,https://www.kikourou.net/calendrier/course-199949-trail_de_mireval_-_28_km-2024.html
04/02/2024,Trail Hivernal du Vercors 2024,Lulastron,http://https://www.capvercors.com/_files/ugd/5a7c6a_959481aac99147ecb1d7ccec890aa337.pdf,https://www.kikourou.net/calendrier/course-199691-trail_hivernal_du_vercors-2024.html
04/02/2024,Les Foulées de Vincennes - 10 km 2024,Maxime Lefébure,http://https://protiming.fr/Results/runningR/7047/1984,https://www.kikourou.net/calendrier/course-198406-les_fouln_es_de_vincennes_-_10_km-2024.html
04/02/2024,10 km des Champs Elysées 2024,marathon-Yann,http://https://www.breizhchrono.com/detail-de-la-course/les10kmdeschampselysees-10kmdeschampselysees-2024-16787,https://www.kikourou.net/calendrier/course-199768-10_km_des_champs_elysn_es-2024.html
03/02/2024,Les Foulées de Malakoff - 10 km 2024,marathon-Yann,http://https://protiming.fr/Results/runningR/7065/6,https://www.kikourou.net/calendrier/course-199679-les_fouln_es_de_malakoff_-_10_km-2024.html
03/02/2024,Les Foulées de Malakoff - 10 km 2024,marathon-Yann,http://https://protiming.fr/Results/runningR/6468/6,https://www.kikourou.net/calendrier/course-199679-les_fouln_es_de_malakoff_-_10_km-2024.html
28/01/2024,Trail des Résistants - 30 km 2024,POCox,http://https://sportmaniacs.com/fr/races/trail-des-resistants-2024,https://www.kikourou.net/calendrier/course-197982-trail_des_rn_sistants_-_30_km-2024.html
21/01/2024,10 km du XIVe 2024,fred1702,http://https://les10kdu14.fr/resultats/,https://www.kikourou.net/calendrier/course-197106-10_km_du_xive-2024.html
21/01/2024,10 km du XIVe 2024,fred1702,http://https://les10kdu14.fr/resultats/,https://www.kikourou.net/calendrier/course-197106-10_km_du_xive-2024.html
21/01/2024,Trail d'Avenas - 28 km 2024,Stéphane JEREZ,http://https://www.trail-avenas.fr/#parcours,https://www.kikourou.net/calendrier/course-198988-trail_d_avenas_-_28_km-2024.html
21/01/2024,Trail d'Avenas - 28 km 2024,Stéphane JEREZ,http://https://drive.google.com/file/d/1utqHI4PpDDkOs8e8Svu8tNFWt9D6PH_B/view,https://www.kikourou.net/calendrier/course-198988-trail_d_avenas_-_28_km-2024.html
14/01/2024,Trail du Coudon - 7.5 km 2024,matt-18,http://https://chronosports.fr/classification/coudon-2024,https://www.kikourou.net/calendrier/course-196727-trail_du_coudon_-_7.5_km-2024.html
07/01/2024,Trail des Côteaux de Bellevue - 21 km 2024,olivierg,http://https://resultat.chrono-start.com/race/2778/ranking?export=pdf,https://www.kikourou.net/calendrier/course-199143-trail_des_cniteaux_de_bellevue_-_21_km-2024.html
